player,comp,round,date,venue,opp,pos,min,type,assisted,time_class,assist,solo,year,month,day,dayofweek,dayofyear,weekofyear,quarter,goal
ronaldo,Liga NOS,6,2002-10-07,H,Moreirense ,RW,34,,,first_half,0,solo,2002,10,7,1,280,41,4,1
ronaldo,Liga NOS,6,2002-10-07,H,Moreirense ,,90,,,secound_half,0,solo,2002,10,7,1,280,41,4,1
ronaldo,Liga NOS,8,2002-10-26,A,Boavista,,88,,Carlos Martins,secound_half,Carlos Martins,assisted,2002,10,26,6,299,43,4,1
ronaldo,Taça de Portugal Placard,Fourth Round,2002-11-24,H,Estarreja,,67,Left-footed shot,César Prates,secound_half,César Prates,assisted,2002,11,24,7,328,47,4,1
ronaldo,Taça de Portugal Placard,Fifth Round,2002-12-18,H,Oliv. Hospital,,13,,,first_half,0,solo,2002,12,18,3,352,51,4,1
ronaldo,Premier League,11,2003-11-01,H,Portsmouth  ,RW,80,Right-footed shot,,secound_half,0,solo,2003,11,1,6,305,44,4,1
ronaldo,FA Cup,Fifth Round,2004-02-14,H,Man City,RW,74,Tap-in,Ryan Giggs,secound_half,Ryan Giggs,assisted,2004,2,14,6,45,7,1,1
ronaldo,Premier League,29,2004-03-20,H,Spurs  ,,89,Right-footed shot,,secound_half,0,solo,2004,3,20,6,80,12,1,1
ronaldo,Premier League,32,2004-04-10,A,Birmingham  ,,60,Header,Ryan Giggs,secound_half,Ryan Giggs,assisted,2004,4,10,6,101,15,2,1
ronaldo,Premier League,38,2004-05-15,A,Aston Villa  ,,4,Right-footed shot,,first_half,0,solo,2004,5,15,6,136,20,2,1
ronaldo,FA Cup,Final,2004-05-22,H,Millwall,RW,44,Header,Gary Neville,first_half,Gary Neville,assisted,2004,5,22,6,143,21,2,1
ronaldo,Premier League,16,2004-12-04,H,Southampton  ,,87,Right-footed shot,Gary Neville,secound_half,Gary Neville,assisted,2004,12,4,6,339,49,4,1
ronaldo,FA Cup,Third Round,2005-01-19,A,Exeter City,,9,,Paul Scholes,first_half,Paul Scholes,assisted,2005,1,19,3,19,3,1,1
ronaldo,Premier League,24,2005-01-22,H,Aston Villa  ,,8,Right-footed shot,Louis Saha,first_half,Louis Saha,assisted,2005,1,22,6,22,3,1,1
ronaldo,Premier League,25,2005-02-01,A,Arsenal  ,RW,54,Left-footed shot,Ryan Giggs,secound_half,Ryan Giggs,assisted,2005,2,1,2,32,5,1,1
ronaldo,Premier League,25,2005-02-01,A,Arsenal  ,RW,58,Tap-in,Ryan Giggs,secound_half,Ryan Giggs,assisted,2005,2,1,2,32,5,1,1
ronaldo,FA Cup,Fifth Round,2005-02-19,A,Everton,,58,Tap-in,Paul Scholes,secound_half,Paul Scholes,assisted,2005,2,19,6,50,7,1,1
ronaldo,FA Cup,Sixth Round,2005-03-12,A,Southampton,,451,Left-footed shot,Ruud van Nistelrooy,extra_time,Ruud van Nistelrooy,assisted,2005,3,12,6,71,10,1,1
ronaldo,Premier League,30,2005-03-19,H,Fulham  ,,21,Right-footed shot,Roy Keane,first_half,Roy Keane,assisted,2005,3,19,6,78,11,1,1
ronaldo,FA Cup,Semi-Finals,2005-04-17,A,Newcastle,RW,76,Right-footed shot,Ruud van Nistelrooy,secound_half,Ruud van Nistelrooy,assisted,2005,4,17,7,107,15,2,1
ronaldo,Champions League Qualifying,3rd round,2005-08-09,H,Debrecen,,63,Right-footed shot,Paul Scholes,secound_half,Paul Scholes,assisted,2005,8,9,2,221,32,3,1
ronaldo,Premier League,11,2005-10-29,A,Middlesbrough  ,,90,Header,Paul Scholes,secound_half,Paul Scholes,assisted,2005,10,29,6,302,43,4,1
ronaldo,EFL Cup,Round of 16,2005-11-30,H,West Brom,RW,12,Penalty,,first_half,0,solo,2005,11,30,3,334,48,4,1
ronaldo,Premier League,20,2005-12-31,H,Bolton  ,,68,Right-footed shot,Wayne Rooney,secound_half,Wayne Rooney,assisted,2005,12,31,6,365,52,4,1
ronaldo,Premier League,20,2005-12-31,H,Bolton  ,,90,Left-footed shot,Ruud van Nistelrooy,secound_half,Ruud van Nistelrooy,assisted,2005,12,31,6,365,52,4,1
ronaldo,Premier League,25,2006-02-04,H,Fulham  ,,14,Direct free kick,,first_half,0,solo,2006,2,4,6,35,5,1,1
ronaldo,Premier League,25,2006-02-04,H,Fulham  ,,87,Right-footed shot,,secound_half,0,solo,2006,2,4,6,35,5,1,1
ronaldo,Premier League,26,2006-02-11,A,Portsmouth  ,RW,38,Left-footed shot,,first_half,0,solo,2006,2,11,6,42,6,1,1
ronaldo,Premier League,26,2006-02-11,A,Portsmouth  ,,45,Right-footed shot,Wayne Rooney,first_half,Wayne Rooney,assisted,2006,2,11,6,42,6,1,1
ronaldo,EFL Cup,Final,2006-02-26,H,Wigan,RW,59,,Louis Saha,secound_half,Louis Saha,assisted,2006,2,26,7,57,8,1,1
ronaldo,Premier League,28,2006-03-06,A,Wigan  ,,74,Right-footed shot,Ruud van Nistelrooy,secound_half,Ruud van Nistelrooy,assisted,2006,3,6,1,65,10,1,1
ronaldo,Premier League,38,2006-05-07,H,Charlton  ,RW,23,Left-footed shot,Ryan Giggs,first_half,Ryan Giggs,assisted,2006,5,7,7,127,18,2,1
ronaldo,Premier League,1,2006-08-20,H,Fulham  ,,19,,Wayne Rooney,first_half,Wayne Rooney,assisted,2006,8,20,7,232,33,3,1
ronaldo,Premier League,6,2006-09-23,A,Reading  ,CF,73,,John O'Shea,secound_half,John O'Shea,assisted,2006,9,23,6,266,38,3,1
ronaldo,Premier League,10,2006-10-28,A,Bolton  ,,82,,Louis Saha,secound_half,Louis Saha,assisted,2006,10,28,6,301,43,4,1
ronaldo,Premier League,11,2006-11-04,H,Portsmouth  ,RW,10,Direct free kick,,first_half,0,solo,2006,11,4,6,308,44,4,1
ronaldo,Premier League,15,2006-11-29,H,Everton  ,,39,,,first_half,0,solo,2006,11,29,3,333,48,4,1
ronaldo,Premier League,17,2006-12-09,H,Man City  ,,84,,,secound_half,0,solo,2006,12,9,6,343,49,4,1
ronaldo,Premier League,19,2006-12-23,A,Aston Villa  ,,58,,,secound_half,0,solo,2006,12,23,6,357,51,4,1
ronaldo,Premier League,19,2006-12-23,A,Aston Villa  ,,85,,Gary Neville,secound_half,Gary Neville,assisted,2006,12,23,6,357,51,4,1
ronaldo,Premier League,20,2006-12-26,H,Wigan  ,,47,,Paul Scholes,secound_half,Paul Scholes,assisted,2006,12,26,2,360,52,4,1
ronaldo,Premier League,20,2006-12-26,H,Wigan  ,,50,Penalty rebound,Ji-sung Park,secound_half,Ji-sung Park,assisted,2006,12,26,2,360,52,4,1
ronaldo,Premier League,21,2006-12-30,H,Reading  ,RW,58,,Ole Gunnar Solskjaer,secound_half,Ole Gunnar Solskjaer,assisted,2006,12,30,6,364,52,4,1
ronaldo,Premier League,21,2006-12-30,H,Reading  ,,77,,Ryan Giggs,secound_half,Ryan Giggs,assisted,2006,12,30,6,364,52,4,1
ronaldo,Premier League,23,2007-01-13,H,Aston Villa  ,,34,Header,Michael Carrick,first_half,Michael Carrick,assisted,2007,1,13,6,13,2,1,1
ronaldo,Premier League,25,2007-01-31,H,Watford  ,RW,12,Penalty,,first_half,0,solo,2007,1,31,3,31,5,1,1
ronaldo,Premier League,26,2007-02-03,A,Spurs  ,RW,45,Penalty,,first_half,0,solo,2007,2,3,6,34,5,1,1
ronaldo,Premier League,28,2007-02-24,A,Fulham  ,,88,Solo run,,secound_half,0,solo,2007,2,24,6,55,8,1,1
ronaldo,FA Cup,Sixth Round,2007-03-10,A,Middlesbrough,,68,Penalty,,secound_half,0,solo,2007,3,10,6,69,10,1,1
ronaldo,FA Cup,6th round,2007-03-19,H,Middlesbrough,,76,Penalty,,secound_half,0,solo,2007,3,19,1,78,12,1,1
ronaldo,Champions League,Quarter-Finals,2007-04-10,H,AS Roma,RW,44,Right-footed shot,Ryan Giggs,first_half,Ryan Giggs,assisted,2007,4,10,2,100,15,2,1
ronaldo,Champions League,Quarter-Finals,2007-04-10,H,AS Roma,,49,Right-footed shot,Ryan Giggs,secound_half,Ryan Giggs,assisted,2007,4,10,2,100,15,2,1
ronaldo,FA Cup,Semi-Finals,2007-04-14,A,Watford,,28,Right-footed shot,Wayne Rooney,first_half,Wayne Rooney,assisted,2007,4,14,6,104,15,2,1
ronaldo,Champions League,Semi-Finals,2007-04-24,H,AC Milan,RW,5,Header,Ryan Giggs,first_half,Ryan Giggs,assisted,2007,4,24,2,114,17,2,1
ronaldo,Premier League,37,2007-05-05,A,Man City  ,RW,34,Penalty,,first_half,0,solo,2007,5,5,6,125,18,2,1
ronaldo,Champions League,Group Stage,2007-09-19,A,Sporting CP,RW,62,Header,Wes Brown,secound_half,Wes Brown,assisted,2007,9,19,3,262,38,3,1
ronaldo,Premier League,8,2007-09-29,A,Birmingham  ,RW,51,,,secound_half,0,solo,2007,9,29,6,272,39,3,1
ronaldo,Premier League,9,2007-10-06,H,Wigan  ,RW,59,Header,Ryan Giggs,secound_half,Ryan Giggs,assisted,2007,10,6,6,279,40,4,1
ronaldo,Premier League,9,2007-10-06,H,Wigan  ,,76,Right-footed shot,Wayne Rooney,secound_half,Wayne Rooney,assisted,2007,10,6,6,279,40,4,1
ronaldo,Champions League,Group Stage,2007-10-23,A,Dynamo Kyiv,RW,41,Penalty,,first_half,0,solo,2007,10,23,2,296,43,4,1
ronaldo,Champions League,Group Stage,2007-10-23,A,Dynamo Kyiv,,68,Header,Ryan Giggs,secound_half,Ryan Giggs,assisted,2007,10,23,2,296,43,4,1
ronaldo,Premier League,12,2007-11-03,A,Arsenal  ,RW,82,,Patrice Evra,secound_half,Patrice Evra,assisted,2007,11,3,6,307,44,4,1
ronaldo,Champions League,Group Stage,2007-11-07,H,Dynamo Kyiv,RW,88,Right-footed shot,Patrice Evra,secound_half,Patrice Evra,assisted,2007,11,7,3,311,45,4,1
ronaldo,Premier League,13,2007-11-11,H,Blackburn  ,RW,34,Header,Ryan Giggs,first_half,Ryan Giggs,assisted,2007,11,11,7,315,45,4,1
ronaldo,Premier League,13,2007-11-11,H,Blackburn  ,,35,Right-footed shot,Carlos Tevez,first_half,Carlos Tevez,assisted,2007,11,11,7,315,45,4,1
ronaldo,Champions League,Group Stage,2007-11-27,H,Sporting CP,RW,903,Direct free kick,,extra_time,0,solo,2007,11,27,2,331,48,4,1
ronaldo,Premier League,15,2007-12-03,H,Fulham  ,,10,Right-footed shot,Nemanja Vidic?,first_half,Nemanja Vidic?,assisted,2007,12,3,1,337,49,4,1
ronaldo,Premier League,15,2007-12-03,H,Fulham  ,,58,Header,John O'Shea,secound_half,John O'Shea,assisted,2007,12,3,1,337,49,4,1
ronaldo,Premier League,16,2007-12-08,H,Derby  ,,90,Penalty,,secound_half,0,solo,2007,12,8,6,342,49,4,1
ronaldo,Premier League,18,2007-12-23,H,Everton  ,RW,22,Left-footed shot,Carlos Tevez,first_half,Carlos Tevez,assisted,2007,12,23,7,357,51,4,1
ronaldo,Premier League,18,2007-12-23,H,Everton  ,,87,Penalty,,secound_half,0,solo,2007,12,23,7,357,51,4,1
ronaldo,Premier League,19,2007-12-26,A,Sunderland  ,,45,Direct free kick,,first_half,0,solo,2007,12,26,3,360,52,4,1
ronaldo,Premier League,20,2007-12-29,A,West Ham  ,,14,Header,Ryan Giggs,first_half,Ryan Giggs,assisted,2007,12,29,6,363,52,4,1
ronaldo,FA Cup,Third Round,2008-01-05,A,Aston Villa,,81,Left-footed shot,Ryan Giggs,secound_half,Ryan Giggs,assisted,2008,1,5,6,5,1,1,1
ronaldo,Premier League,22,2008-01-12,H,Newcastle  ,RW,48,Direct free kick,,secound_half,0,solo,2008,1,12,6,12,2,1,1
ronaldo,Premier League,22,2008-01-12,H,Newcastle  ,,70,Right-footed shot,Carlos Tevez,secound_half,Carlos Tevez,assisted,2008,1,12,6,12,2,1,1
ronaldo,Premier League,22,2008-01-12,H,Newcastle  ,,88,Left-footed shot,,secound_half,0,solo,2008,1,12,6,12,2,1,1
ronaldo,Premier League,23,2008-01-19,A,Reading  ,RW,902,Right-footed shot,,extra_time,0,solo,2008,1,19,6,19,3,1,1
ronaldo,FA Cup,Fourth Round,2008-01-27,H,Spurs,RW,69,Penalty,,secound_half,0,solo,2008,1,27,7,27,4,1,1
ronaldo,FA Cup,Fourth Round,2008-01-27,H,Spurs,,88,Right-footed shot,Ryan Giggs,secound_half,Ryan Giggs,assisted,2008,1,27,7,27,4,1,1
ronaldo,Premier League,24,2008-01-30,H,Portsmouth  ,RW,10,Right-footed shot,Nani,first_half,Nani,assisted,2008,1,30,3,30,5,1,1
ronaldo,Premier League,24,2008-01-30,H,Portsmouth  ,,12,Direct free kick,,first_half,0,solo,2008,1,30,3,30,5,1,1
ronaldo,Premier League,27,2008-02-23,A,Newcastle  ,RW,45,Right-footed shot,Michael Carrick,first_half,Michael Carrick,assisted,2008,2,23,6,54,8,1,1
ronaldo,Premier League,27,2008-02-23,A,Newcastle  ,,56,Right-footed shot,,secound_half,0,solo,2008,2,23,6,54,8,1,1
ronaldo,Champions League,last 16,2008-03-04,H,Olympique Lyon,RW,41,Left-footed shot,,first_half,0,solo,2008,3,4,2,64,10,1,1
ronaldo,Premier League,29,2008-03-15,A,Derby  ,,76,Right-footed shot,Wayne Rooney,secound_half,Wayne Rooney,assisted,2008,3,15,6,75,11,1,1
ronaldo,Premier League,30,2008-03-19,H,Bolton  ,,8,Right-footed shot,,first_half,0,solo,2008,3,19,3,79,12,1,1
ronaldo,Premier League,30,2008-03-19,H,Bolton  ,,19,Direct free kick,,first_half,0,solo,2008,3,19,3,79,12,1,1
ronaldo,Premier League,31,2008-03-23,H,Liverpool  ,RW,79,Header,Nani,secound_half,Nani,assisted,2008,3,23,7,83,12,1,1
ronaldo,Premier League,32,2008-03-29,H,Aston Villa  ,RW,16,Right-footed shot,,first_half,0,solo,2008,3,29,6,89,13,1,1
ronaldo,Champions League,Quarter-Finals,2008-04-01,A,AS Roma,RW,39,Header,Paul Scholes,first_half,Paul Scholes,assisted,2008,4,1,2,92,14,2,1
ronaldo,Premier League,33,2008-04-06,A,Middlesbrough  ,RW,9,Left-footed shot,Michael Carrick,first_half,Michael Carrick,assisted,2008,4,6,7,97,14,2,1
ronaldo,Premier League,34,2008-04-13,H,Arsenal  ,RW,53,Penalty,,secound_half,0,solo,2008,4,13,7,104,15,2,1
ronaldo,Premier League,37,2008-05-03,H,West Ham  ,,3,Right-footed shot,Edwin van der Sar,first_half,Edwin van der Sar,assisted,2008,5,3,6,124,18,2,1
ronaldo,Premier League,37,2008-05-03,H,West Ham  ,,24,Right-footed shot,Owen Hargreaves,first_half,Owen Hargreaves,assisted,2008,5,3,6,124,18,2,1
ronaldo,Premier League,38,2008-05-11,A,Wigan  ,,32,Penalty,,first_half,0,solo,2008,5,11,7,132,19,2,1
ronaldo,Champions League,Final,2008-05-21,H,Chelsea,LW,26,Header,Wes Brown,first_half,Wes Brown,assisted,2008,5,21,3,142,21,2,1
ronaldo,EFL Cup,Third Round,2008-09-23,H,Middlesbrough,,25,Header,Ryan Giggs,first_half,Ryan Giggs,assisted,2008,9,23,2,267,39,3,1
ronaldo,Premier League,6,2008-09-27,H,Bolton  ,RW,59,Penalty,,secound_half,0,solo,2008,9,27,6,271,39,3,1
ronaldo,Premier League,8,2008-10-18,H,West Brom  ,RW,69,Left-footed shot,Wayne Rooney,secound_half,Wayne Rooney,assisted,2008,10,18,6,292,42,4,1
ronaldo,Premier League,10,2008-10-29,H,West Ham  ,RW,14,Left-footed shot,Nani,first_half,Nani,assisted,2008,10,29,3,303,44,4,1
ronaldo,Premier League,10,2008-10-29,H,West Ham  ,,30,Right-footed shot,Dimitar Berbatov,first_half,Dimitar Berbatov,assisted,2008,10,29,3,303,44,4,1
ronaldo,Premier League,11,2008-11-01,H,Hull City  ,RW,3,Left-footed shot,Dimitar Berbatov,first_half,Dimitar Berbatov,assisted,2008,11,1,6,306,44,4,1
ronaldo,Premier League,11,2008-11-01,H,Hull City  ,,43,Header,Nani,first_half,Nani,assisted,2008,11,1,6,306,44,4,1
ronaldo,Premier League,13,2008-11-15,H,Stoke City  ,RW,3,Direct free kick,,first_half,0,solo,2008,11,15,6,320,46,4,1
ronaldo,Premier League,13,2008-11-15,H,Stoke City  ,,88,Direct free kick,,secound_half,0,solo,2008,11,15,6,320,46,4,1
ronaldo,Club World Cup,Semi-Finals,2008-12-18,A,Gamba Osaka,LW,451,Header,Ryan Giggs,extra_time,Ryan Giggs,assisted,2008,12,18,4,353,51,4,1
ronaldo,EFL Cup,Semi-Finals,2009-01-20,H,Derby,,89,Penalty,,secound_half,0,solo,2009,1,20,2,20,4,1,1
ronaldo,Premier League,23,2009-01-27,A,West Brom  ,LW,65,Right-footed shot,Ryan Giggs,secound_half,Ryan Giggs,assisted,2009,1,27,2,27,5,1,1
ronaldo,Premier League,23,2009-01-27,A,West Brom  ,,73,Right-footed shot,Dimitar Berbatov,secound_half,Dimitar Berbatov,assisted,2009,1,27,2,27,5,1,1
ronaldo,Premier League,24,2009-01-31,H,Everton  ,LW,43,Penalty,,first_half,0,solo,2009,1,31,6,31,5,1,1
ronaldo,FA Cup,Fifth Round,2009-02-15,A,Derby,CF,68,Header,Ryan Giggs,secound_half,Ryan Giggs,assisted,2009,2,15,7,46,7,1,1
ronaldo,Premier League,26,2009-02-21,H,Blackburn  ,,60,Direct free kick,,secound_half,0,solo,2009,2,21,6,52,8,1,1
ronaldo,Champions League,last 16,2009-03-11,H,Inter,RW,49,Header,Wayne Rooney,secound_half,Wayne Rooney,assisted,2009,3,11,3,70,11,1,1
ronaldo,Premier League,29,2009-03-14,H,Liverpool  ,RW,22,Penalty,,first_half,0,solo,2009,3,14,6,73,11,1,1
ronaldo,Premier League,31,2009-04-05,H,Aston Villa  ,RW,11,Direct free kick,,first_half,0,solo,2009,4,5,7,95,14,2,1
ronaldo,Premier League,31,2009-04-05,H,Aston Villa  ,,80,Right-footed shot,Michael Carrick,secound_half,Michael Carrick,assisted,2009,4,5,7,95,14,2,1
ronaldo,Champions League,Quarter-Finals,2009-04-15,A,FC Porto,RW,6,Long distance kick,Anderson,first_half,Anderson,assisted,2009,4,15,3,105,16,2,1
ronaldo,Premier League,34,2009-04-25,H,Spurs  ,RW,57,Penalty,,secound_half,0,solo,2009,4,25,6,115,17,2,1
ronaldo,Premier League,34,2009-04-25,H,Spurs  ,,68,Header,Wayne Rooney,secound_half,Wayne Rooney,assisted,2009,4,25,6,115,17,2,1
ronaldo,Champions League,Semi-Finals,2009-05-05,A,Arsenal,CF,11,Direct free kick,,first_half,0,solo,2009,5,5,2,125,19,2,1
ronaldo,Champions League,Semi-Finals,2009-05-05,A,Arsenal,,61,Right-footed shot,Wayne Rooney,secound_half,Wayne Rooney,assisted,2009,5,5,2,125,19,2,1
ronaldo,Premier League,36,2009-05-10,H,Man City  ,RW,17,Direct free kick,,first_half,0,solo,2009,5,10,7,130,19,2,1
ronaldo,LaLiga,1,2009-08-29,H,Dep. La Coruña  ,RW,34,Penalty,,first_half,0,solo,2009,8,29,6,241,35,3,1
ronaldo,LaLiga,2,2009-09-12,A,Espanyol  ,,90,Right-footed shot,Guti,secound_half,Guti,assisted,2009,9,12,6,255,37,3,1
ronaldo,Champions League,Group Stage,2009-09-15,A,FC Zürich,LW,27,Direct free kick,,first_half,0,solo,2009,9,15,2,258,38,3,1
ronaldo,Champions League,Group Stage,2009-09-15,A,FC Zürich,,89,Direct free kick,,secound_half,0,solo,2009,9,15,2,258,38,3,1
ronaldo,LaLiga,3,2009-09-20,H,Xerez CD  ,RW,1,Right-footed shot,,first_half,0,solo,2009,9,20,7,263,38,3,1
ronaldo,LaLiga,3,2009-09-20,H,Xerez CD  ,,75,Header,Esteban Granero,secound_half,Esteban Granero,assisted,2009,9,20,7,263,38,3,1
ronaldo,LaLiga,4,2009-09-23,A,Villarreal  ,CF,2,Right-footed shot,,first_half,0,solo,2009,9,23,3,266,39,3,1
ronaldo,Champions League,Group Stage,2009-09-30,H,Marseille,LW,58,Left-footed shot,Pepe,secound_half,Pepe,assisted,2009,9,30,3,273,40,3,1
ronaldo,Champions League,Group Stage,2009-09-30,H,Marseille,,64,Right-footed shot,Karim Benzema,secound_half,Karim Benzema,assisted,2009,9,30,3,273,40,3,1
ronaldo,LaLiga,13,2009-12-05,H,UD Almería  ,CF,84,Right-footed shot,Gonzalo Higuaín,secound_half,Gonzalo Higuaín,assisted,2009,12,5,6,339,49,4,1
ronaldo,Champions League,Group Stage,2009-12-08,A,Marseille,CF,5,Direct free kick,,first_half,0,solo,2009,12,8,2,342,50,4,1
ronaldo,Champions League,Group Stage,2009-12-08,A,Marseille,,80,Right-footed shot,Lassana Diarra,secound_half,Lassana Diarra,assisted,2009,12,8,2,342,50,4,1
ronaldo,LaLiga,15,2009-12-19,H,Real Zaragoza  ,CF,50,Left-footed shot,Ezequiel Garay,secound_half,Ezequiel Garay,assisted,2009,12,19,6,353,51,4,1
ronaldo,LaLiga,19,2010-01-24,H,Málaga CF  ,RW,35,Right-footed shot,Kaká,first_half,Kaká,assisted,2010,1,24,7,24,3,1,1
ronaldo,LaLiga,19,2010-01-24,H,Málaga CF  ,,39,Right-footed shot,Guti,first_half,Guti,assisted,2010,1,24,7,24,3,1,1
ronaldo,LaLiga,22,2010-02-13,A,Xerez CD  ,,69,Header,Kaká,secound_half,Kaká,assisted,2010,2,13,6,44,6,1,1
ronaldo,LaLiga,22,2010-02-13,A,Xerez CD  ,,71,Left-footed shot,Kaká,secound_half,Kaká,assisted,2010,2,13,6,44,6,1,1
ronaldo,LaLiga,23,2010-02-21,H,Villarreal  ,,18,Direct free kick,,first_half,0,solo,2010,2,21,7,52,7,1,1
ronaldo,LaLiga,24,2010-02-27,A,CD Tenerife  ,,78,Penalty,,secound_half,0,solo,2010,2,27,6,58,8,1,1
ronaldo,LaLiga,25,2010-03-06,H,Sevilla FC  ,CF,59,Left-footed shot,,secound_half,0,solo,2010,3,6,6,65,9,1,1
ronaldo,Champions League,last 16,2010-03-10,H,Olympique Lyon,LW,6,Left-footed shot,Guti,first_half,Guti,assisted,2010,3,10,3,69,10,1,1
ronaldo,LaLiga,26,2010-03-14,A,Real Valladolid  ,CF,29,Direct free kick,,first_half,0,solo,2010,3,14,7,73,10,1,1
ronaldo,LaLiga,28,2010-03-25,A,Getafe  ,,13,Direct free kick,,first_half,0,solo,2010,3,25,4,84,12,1,1
ronaldo,LaLiga,28,2010-03-25,A,Getafe  ,,36,Right-footed shot,,first_half,0,solo,2010,3,25,4,84,12,1,1
ronaldo,LaLiga,30,2010-04-04,A,Racing  ,,23,Penalty,,first_half,0,solo,2010,4,4,7,94,13,2,1
ronaldo,LaLiga,32,2010-04-15,A,UD Almería  ,,26,Left-footed shot,,first_half,0,solo,2010,4,15,4,105,15,2,1
ronaldo,LaLiga,33,2010-04-18,H,Valencia  ,CF,77,Right-footed shot,Marcelo,secound_half,Marcelo,assisted,2010,4,18,7,108,15,2,1
ronaldo,LaLiga,35,2010-05-02,H,CA Osasuna  ,,25,Right-footed shot,,first_half,0,solo,2010,5,2,7,122,17,2,1
ronaldo,LaLiga,35,2010-05-02,H,CA Osasuna  ,,89,Header,Gonzalo Higuaín,secound_half,Gonzalo Higuaín,assisted,2010,5,2,7,122,17,2,1
ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca  ,,26,Right-footed shot,Sergio Ramos,first_half,Sergio Ramos,assisted,2010,5,5,3,125,18,2,1
ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca  ,,56,Right-footed shot,Sergio Ramos,secound_half,Sergio Ramos,assisted,2010,5,5,3,125,18,2,1
ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca  ,,71,Right-footed shot,,secound_half,0,solo,2010,5,5,3,125,18,2,1
ronaldo,LaLiga,37,2010-05-08,H,Athletic  ,CF,21,Penalty,,first_half,0,solo,2010,5,8,6,128,18,2,1
ronaldo,LaLiga,4,2010-09-21,H,Espanyol  ,LW,28,Penalty,,first_half,0,solo,2010,9,21,2,264,38,3,1
ronaldo,LaLiga,6,2010-10-03,H,Dep. La Coruña  ,LW,4,Header,Mesut Özil,first_half,Mesut Özil,assisted,2010,10,3,7,276,39,4,1
ronaldo,LaLiga,6,2010-10-03,H,Dep. La Coruña  ,,89,Left-footed shot,Xabi Alonso,secound_half,Xabi Alonso,assisted,2010,10,3,7,276,39,4,1
ronaldo,LaLiga,7,2010-10-16,A,Málaga CF  ,LW,45,Right-footed shot,Mesut Özil,first_half,Mesut Özil,assisted,2010,10,16,6,289,41,4,1
ronaldo,LaLiga,7,2010-10-16,A,Málaga CF  ,,50,Penalty,,secound_half,0,solo,2010,10,16,6,289,41,4,1
ronaldo,Champions League,Group Stage,2010-10-19,H,AC Milan,LW,13,Direct free kick,,first_half,0,solo,2010,10,19,2,292,42,4,1
ronaldo,LaLiga,8,2010-10-23,H,Racing  ,LW,15,Right-footed shot,Gonzalo Higuaín,first_half,Gonzalo Higuaín,assisted,2010,10,23,6,296,42,4,1
ronaldo,LaLiga,8,2010-10-23,H,Racing  ,,26,Left-footed shot,Mesut Özil,first_half,Mesut Özil,assisted,2010,10,23,6,296,42,4,1
ronaldo,LaLiga,8,2010-10-23,H,Racing  ,,47,Right-footed shot,Ángel Di María,secound_half,Ángel Di María,assisted,2010,10,23,6,296,42,4,1
ronaldo,LaLiga,8,2010-10-23,H,Racing  ,,55,Penalty,,secound_half,0,solo,2010,10,23,6,296,42,4,1
ronaldo,LaLiga,9,2010-10-30,A,Hércules CF  ,LW,82,Right-footed shot,Karim Benzema,secound_half,Karim Benzema,assisted,2010,10,30,6,303,43,4,1
ronaldo,LaLiga,9,2010-10-30,A,Hércules CF  ,,86,Right-footed shot,Karim Benzema,secound_half,Karim Benzema,assisted,2010,10,30,6,303,43,4,1
ronaldo,Copa del Rey,4th round,2010-11-10,H,Real Murcia,,76,Left-footed shot,Ángel Di María,secound_half,Ángel Di María,assisted,2010,11,10,3,314,45,4,1
ronaldo,LaLiga,12,2010-11-20,H,Athletic  ,LW,30,Left-footed shot,Mesut Özil,first_half,Mesut Özil,assisted,2010,11,20,6,324,46,4,1
ronaldo,LaLiga,12,2010-11-20,H,Athletic  ,,62,Direct free kick,,secound_half,0,solo,2010,11,20,6,324,46,4,1
ronaldo,LaLiga,12,2010-11-20,H,Athletic  ,,901,Penalty,,extra_time,0,solo,2010,11,20,6,324,46,4,1
ronaldo,Champions League,Group Stage,2010-11-23,A,Ajax,LW,70,Left-footed shot,Ángel Di María,secound_half,Ángel Di María,assisted,2010,11,23,2,327,47,4,1
ronaldo,Champions League,Group Stage,2010-11-23,A,Ajax,,81,Penalty,,secound_half,0,solo,2010,11,23,2,327,47,4,1
ronaldo,LaLiga,14,2010-12-04,H,Valencia  ,LW,72,Left-footed shot,Mesut Özil,secound_half,Mesut Özil,assisted,2010,12,4,6,338,48,4,1
ronaldo,LaLiga,14,2010-12-04,H,Valencia  ,,86,Right-footed shot,,secound_half,0,solo,2010,12,4,6,338,48,4,1
ronaldo,Champions League,Group Stage,2010-12-08,H,AJ Auxerre,LW,49,Right-footed shot,Marcelo,secound_half,Marcelo,assisted,2010,12,8,3,342,49,4,1
ronaldo,LaLiga,15,2010-12-12,A,Real Zaragoza  ,LW,43,Direct free kick,,first_half,0,solo,2010,12,12,7,346,49,4,1
ronaldo,Copa del Rey,last 16,2010-12-22,H,Levante,LW,44,Right-footed shot,Karim Benzema,first_half,Karim Benzema,assisted,2010,12,22,3,356,51,4,1
ronaldo,Copa del Rey,last 16,2010-12-22,H,Levante,,71,Right-footed shot,Ángel Di María,secound_half,Ángel Di María,assisted,2010,12,22,3,356,51,4,1
